SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2009 S Brentwood Dr,West Covina,CA,91792,710000,4,2.75,669 - West Covina,2131,6171,1978,15,333,,Active,,,http://www.redfin.com/CA/West-Covina/2009-S-Brentwood-Dr-91792/home/8083888,CRMLS,CV20098331,N,Y,34.0377805,-117.9159523
MLS Listing,,Single Family Residential,20706 Divonne Dr,Walnut,CA,91789,848000,4,2.0,668 - Walnut,2189,9437,1964,1,387,,Active,,,http://www.redfin.com/CA/Walnut/20706-Divonne-Dr-91789/home/8068600,CRMLS,TR20107210,N,Y,34.0173814,-117.8529842
MLS Listing,,Single Family Residential,1063 S Easthills Dr,West Covina,CA,91791,950000,4,3.0,669 - West Covina,3605,33398,1985,3,264,,Active,,,http://www.redfin.com/CA/West-Covina/1063-S-Easthills-Dr-91791/home/7958191,CRMLS,AR20106687,N,Y,34.048757,-117.875841
MLS Listing,,Single Family Residential,340 Abery Ave,La Puente,CA,91744,549500,3,1.0,633 - Industry/La Puente/Valinda,964,6153,1960,3,570,,Active,,,http://www.redfin.com/CA/La-Puente/340-Abery-Ave-91744/home/8072303,CRMLS,CV20105720,N,Y,34.0122244,-117.8947136
MLS Listing,,Single Family Residential,20353 Rim Ridge Rd,Walnut,CA,91789,938888,4,3.0,668 - Walnut,2479,9418,1977,4,379,,Active,,,http://www.redfin.com/CA/Walnut/20353-Rim-Ridge-Rd-91789/home/8059041,CRMLS,TR20104989,N,Y,34.0266662,-117.8609508
MLS Listing,,Single Family Residential,19127 Amber Valley Dr,Walnut,CA,91789,599000,4,3.0,668 - Walnut,1785,9423,1984,4,336,,Active,,,http://www.redfin.com/CA/Walnut/19127-Amber-Valley-Dr-91789/home/8080343,CRMLS,CV20095751,N,Y,34.0290612,-117.8846426
MLS Listing,,Single Family Residential,221 S Winton Ave,La Puente,CA,91744,429000,3,1.0,633 - Industry/La Puente/Valinda,936,6067,1956,4,458,,Active,,,http://www.redfin.com/CA/La-Puente/221-S-Winton-Ave-91744/home/8074357,CRMLS,TR20105228,N,Y,34.0149198,-117.9172339
MLS Listing,,Mobile/Manufactured Home,17350 E Temple Ave #388,La Puente,CA,91744,98000,3,2.0,633 - Industry/La Puente/Valinda,1248,,1975,5,79,,Active,,,http://www.redfin.com/CA/La-Puente/17350-E-Temple-Ave-91744/unit-388/home/171963496,CRMLS,CV20102450,N,Y,34.0260073,-117.912184
MLS Listing,,Single Family Residential,20208 Burnt Tree Ln,Walnut,CA,91789,880000,4,3.0,668 - Walnut,2384,8858,1974,5,369,,Active,,,http://www.redfin.com/CA/Walnut/20208-Burnt-Tree-Ln-91789/home/8058832,CRMLS,TR20105016,N,Y,34.021684,-117.8625304
MLS Listing,,Single Family Residential,723 Silver Vly,Walnut,CA,91789,1189000,4,3.0,668 - Walnut,2355,36738,1987,5,505,,Active,,,http://www.redfin.com/CA/Walnut/723-Silver-Valley-Trl-91789/home/8060217,CRMLS,TR20104637,N,Y,34.0311197,-117.8441701
