SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3620 N Westridge Ave,Covina,CA,91724,749998,3,3.0,614 - Covina,1882,9982,1961,1,399,,Active,,,http://www.redfin.com/CA/Covina/3620-N-Westridge-Ave-91724/home/7942126,CRMLS,BB20107594,N,Y,34.0813843,-117.8700388
MLS Listing,,Single Family Residential,227 N Heathdale Ave,Covina,CA,91722,629000,3,2.0,614 - Covina,1682,8350,1952,1,374,,Active,,,http://www.redfin.com/CA/Covina/227-N-Heathdale-Ave-91722/home/7935830,CRMLS,CV20107237,N,Y,34.087838,-117.9013967
MLS Listing,,Vacant Land,1043 Holiday Dr,West Covina,CA,,850000,,,669 - West Covina,,31411,,1,,,Active,,,http://www.redfin.com/CA/West-Covina/1043-Holiday-Dr-91791/home/29440010,CRMLS,CV20108870,N,Y,34.0515621,-117.8676412
MLS Listing,,Single Family Residential,626 Columbus St,West Covina,CA,91791,755000,5,3.0,669 - West Covina,2790,6426,1989,2,271,125,Active,,,http://www.redfin.com/CA/West-Covina/626-Columbus-St-91791/home/7959824,CRMLS,AR20107660,N,Y,34.0636373,-117.9081712
MLS Listing,,Single Family Residential,909 Novarro St,West Covina,CA,91791,718800,3,1.75,669 - West Covina,1876,8158,1955,3,383,,Active,,,http://www.redfin.com/CA/West-Covina/909-Novarro-St-91791/home/7958670,CRMLS,CV20106988,N,Y,34.0588,-117.896394
MLS Listing,,Single Family Residential,19831 E Golden Bough Dr,Covina,CA,91724,1378000,5,4.0,614 - Covina,3580,37676,1960,3,385,,Active,,,http://www.redfin.com/CA/Covina/19831-E-Golden-Bough-Dr-91724/home/7873091,CRMLS,CV20106167,N,Y,34.0661625,-117.864728
MLS Listing,,Single Family Residential,1063 S Easthills Dr,West Covina,CA,91791,950000,4,3.0,669 - West Covina,3605,33398,1985,3,264,,Active,,,http://www.redfin.com/CA/West-Covina/1063-S-Easthills-Dr-91791/home/7958191,CRMLS,AR20106687,N,Y,34.048757,-117.875841
MLS Listing,,Single Family Residential,1641 E Cameron Ave,West Covina,CA,91791,690000,3,3.0,669 - West Covina,1831,8569,1963,3,377,,Active,,,http://www.redfin.com/CA/West-Covina/1641-E-Cameron-Ave-91791/home/7959673,CRMLS,PW20106533,N,Y,34.0613455,-117.9106428
MLS Listing,,Mobile/Manufactured Home,716 Grand Unit I1,Covina,CA,91724,50000,2,2.0,614 - Covina,1200,,1977,3,42,,Active,,,http://www.redfin.com/CA/Covina/716-N-Grand-Ave-91724/unit-I1/home/18573398,CRMLS,PW20106539,N,Y,34.0931016,-117.871049
MLS Listing,,Single Family Residential,17066 E Cypress St,Covina,CA,91722,650000,4,3.0,614 - Covina,1958,9500,1995,4,332,55,Active,,,http://www.redfin.com/CA/Covina/E-Cypress-St-91722/home/7930615,CRMLS,CV20100599,N,Y,34.095301,-117.914907
MLS Listing,,Single Family Residential,2044 Paseo Susana,San Dimas,CA,91773,1150000,4,2.75,689 - San Dimas,2490,12008,1986,4,462,145,Active,,,http://www.redfin.com/CA/San-Dimas/2044-Paseo-Susana-91773/home/7943718,CRMLS,CV20104715,N,Y,34.0745002,-117.8389043
