SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5733 Rowland Ave,Temple City,CA,91780,1180000,3,2.75,661 - Temple City,1739,9525,1948,1,679,,Active,,,http://www.redfin.com/CA/Temple-City/5733-Rowland-Ave-91780/home/8008254,CRMLS,AR20108948,N,Y,34.1050525,-118.0534562
MLS Listing,,Single Family Residential,3829 Gilman Rd,El Monte,CA,91732,508000,3,3.0,619 - El Monte,1510,1812,1989,1,336,130,Active,,,http://www.redfin.com/CA/El-Monte/3829-Gilman-Rd-91732/home/7986692,CRMLS,AR20108737,N,Y,34.0705767,-118.0061087
MLS Listing,,Mobile/Manufactured Home,4849 Peck Rd #7,El Monte,CA,91732,139000,3,2.0,619 - El Monte,,,2020,1,,,Active,,,http://www.redfin.com/CA/El-Monte/4849-Peck-Rd-91732/unit-7/home/172000862,CRMLS,WS20104984,N,Y,34.0926897,-118.0139657
MLS Listing,,Single Family Residential,9922 Nadine St,Temple City,CA,91780,748000,3,1.75,661 - Temple City,1335,6394,1951,2,560,,Active,,,http://www.redfin.com/CA/Temple-City/9922-Nadine-St-91780/home/8008921,CRMLS,AR20107673,N,Y,34.0998514,-118.0522504
MLS Listing,,Single Family Residential,9822 Broadway,Temple City,CA,91780,888000,3,1.75,Temple City,1719,7192,1947,2,517,,Active,,,http://www.redfin.com/CA/Temple-City/9822-Broadway-91780/home/8008836,PFAR,820002026,N,Y,34.1011568,-118.0545828
MLS Listing,,Single Family Residential,3732 Greendale Ave,Rosemead,CA,91770,799000,3,2.0,651 - Rosemead/S. San Gabriel,1715,6325,1969,2,466,,Active,,,http://www.redfin.com/CA/Rosemead/3732-Greendale-Ave-91770/home/7050730,CRMLS,PW20107183,N,Y,34.0767846,-118.0744548
MLS Listing,,Single Family Residential,3499 Whistler Ave,El Monte,CA,91732,565000,4,4.0,619 - El Monte,1753,1706,1992,2,322,5,Active,,,http://www.redfin.com/CA/El-Monte/3499-Whistler-Ave-91732/home/7997456,CRMLS,WS20107112,N,Y,34.0694431,-118.0182279
MLS Listing,,Single Family Residential,11936 Lansdale Ave,El Monte,CA,91732,550000,3,1.0,619 - El Monte,1136,12427,1928,2,484,,Active,,,http://www.redfin.com/CA/El-Monte/11936-Lansdale-Ave-91732/home/7996893,CRMLS,EV20107077,N,Y,34.064245,-118.0186888
MLS Listing,,Single Family Residential,9347 Marshall St,Rosemead,CA,91770,499000,2,1.0,Rosemead,1108,8899,1926,3,450,,Active,,,http://www.redfin.com/CA/Rosemead/9347-Marshall-St-91770/home/8012398,CRMLS,200025386,N,Y,34.07598,-118.065193
MLS Listing,,Single Family Residential,11657 Cherrylee Dr,El Monte,CA,91732,599900,3,1.0,El Monte,1115,5182,1961,3,538,,Active,,,http://www.redfin.com/CA/El-Monte/11657-Cherrylee-Dr-91732/home/7980099,TheMLS,20-585922,N,Y,34.0952988,-118.0102145
